,name,nutritions,tags,Ingredients,persons,time,url,image
1134,Pizza alla napoletana ,"['energie', '1000 kcal', 'koolhydraten', '137 g', 'natrium', '1575 mg', 'eiwit', '39 g', 'vet', '31 g', 'waarvan verzadigd', '10 g', 'vezels', '9 g']","['oven', 'italiaans', 'hoofdgerecht']","['traditionele olijfolie', 'gedroogde gist', 'kristalsuiker', 'zout', 'kraanwater', 'knoflook', 'ui', 'gepelde tomaten in blik', 'verse Italiaanse kruiden', 'mozzarella', 'ansjovisfilets in olijfolie', 'kappertjes groot']",4,15,https://www.ah.nl/allerhande/recept/R-R961598/pizza-alla-napoletana,https://static.ah.nl/static/recepten/img_043750_1024x748_JPG.jpg
1135,Varkenshaas met ham en paddenstoelen,"['energie', '240 kcal', 'koolhydraten', '1 g', 'eiwit', '35 g', 'vet', '10 g', 'waarvan verzadigd', '0 g']","['oven', 'italiaans', 'hoofdgerecht']","['verse tijm', 'gerookte ham Bauernschincken', 'paddenstoelenmelange', 'sjalot', 'ongezouten roomboter']",4,10,https://www.ah.nl/allerhande/recept/R-R961590/varkenshaas-met-ham-en-paddenstoelen,https://static.ah.nl/static/recepten/img_043768_1024x748_JPG.jpg
1136,Spinazietaart met pijnboompitten ,"['energie', '635 kcal', 'koolhydraten', '40 g', 'natrium', '675 mg', 'eiwit', '28 g', 'vet', '39 g', 'waarvan verzadigd', '15 g', 'vezels', '4 g']","['vooraf te maken', 'oven', 'italiaans', 'quiche', 'hoofdgerecht']","['knoflook', 'verse platte peterselie', 'ongezouten roomboter', 'Tipo 00 bloem', 'traditionele olijfolie', 'zout', 'kraanwater', 'verse spinazie', 'pijnboompitten', 'middelgroot ei', 'Parmigiano Reggiano']",6,40,https://www.ah.nl/allerhande/recept/R-R961566/spinazietaart-met-pijnboompitten,https://static.ah.nl/static/recepten/img_049712_1024x748_JPG.jpg
1137,Lasagne,"['energie', '990 kcal', 'koolhydraten', '78 g', 'natrium', '1060 mg', 'eiwit', '53 g', 'vet', '50 g', 'waarvan verzadigd', '26 g', 'vezels', '8 g']","['oven', 'italiaans', 'pasta', 'diner', 'hoofdgerecht']","['winterpeen', 'bleekselderij', 'Parmigiano Reggiano', 'traditionele olijfolie', 'rundergehakt', 'tomatenpuree', 'volle melk', 'passata di pomodoro', 'ongezouten roomboter', 'tarwebloem', ""lasagne all'uovo""]",4,25,https://www.ah.nl/allerhande/recept/R-R961534/lasagne,https://static.ah.nl/static/recepten/img_069838_1024x748_JPG.jpg
1138,Geroosterde kip met aardappel,"['energie', '820 kcal', 'koolhydraten', '41 g', 'eiwit', '46 g', 'vet', '52 g', 'waarvan verzadigd', '0 g']","['oven', 'italiaans', 'hoofdgerecht']","['vers salieblaadje', 'hele kip', 'citroen', 'traditionele olijfolie', 'roodschillige aardappel', 'extra magere varkenssaucijs']",6,15,https://www.ah.nl/allerhande/recept/R-R961530/geroosterde-kip-met-aardappel,https://static.ah.nl/static/recepten/img_043734_1024x748_JPG.jpg
1139,Gevulde aubergines,"['energie', '400 kcal', 'koolhydraten', '18 g', 'natrium', '730 mg', 'eiwit', '14 g', 'vet', '29 g', 'waarvan verzadigd', '8 g', 'vezels', '6 g']","['zonder vlees/vis', 'oven', 'italiaans', 'hoofdgerecht']","['trostomaat', 'verse basilicum', 'verse platte peterselie', 'aubergine', 'zongerijpte Taggia-olijven', 'traditionele olijfolie', 'middelgroot ei', 'Pecorino Romano', 'paneermeel', 'kappertjes']",4,35,https://www.ah.nl/allerhande/recept/R-R961518/gevulde-aubergines,https://static.ah.nl/static/recepten/img_043736_1024x748_JPG.jpg
1140,Pasta alla norma,"['energie', '605 kcal', 'koolhydraten', '69 g', 'natrium', '1240 mg', 'eiwit', '17 g', 'vet', '28 g', 'waarvan verzadigd', '8 g', 'vezels', '6 g']","['zonder vlees/vis', 'oven', 'italiaans', 'pasta', 'hoofdgerecht']","['aubergine', 'zout', 'traditionele olijfolie', 'spaghetti', 'knoflook', 'verse basilicum', 'gemalen chilipeper', 'tomatenblokjes']",4,35,https://www.ah.nl/allerhande/recept/R-R961516/pasta-alla-norma,https://static.ah.nl/static/recepten/img_057270_1024x748_JPG.jpg
1141,Pizza zeevruchten en olijven,"['energie', '760 kcal', 'koolhydraten', '94 g', 'eiwit', '30 g', 'vet', '26 g', 'waarvan verzadigd', '0 g']","['oven', 'italiaans', 'quiche', 'hoofdgerecht']","['pizzassimo', 'fruits de mer', 'zongerijpte Taggia olijven', 'Pecorino Romano 47+']",4,10,https://www.ah.nl/allerhande/recept/R-R951636/pizza-zeevruchten-en-olijven,https://static.ah.nl/static/recepten/img_009199_1024x748_JPG.jpg
1142,"Pizza ricotta, salami en paprika","['energie', '985 kcal', 'koolhydraten', '98 g', 'eiwit', '33 g', 'vet', '47 g', 'waarvan verzadigd', '0 g']","['oven', 'italiaans', 'quiche', 'hoofdgerecht']","['pizzassimo', 'flinterdun gesneden salami', ""gele paprika's"", 'ricotta']",4,10,https://www.ah.nl/allerhande/recept/R-R951634/pizza-ricotta-salami-en-paprika,https://static.ah.nl/static/recepten/img_009198_1024x748_JPG.jpg
1143,Pizza met gormas en peterselie,"['energie', '935 kcal', 'koolhydraten', '96 g', 'eiwit', '27 g', 'vet', '46 g', 'waarvan verzadigd', '0 g']","['oven', 'italiaans', 'quiche', 'hoofdgerecht']","['uien', 'gormas 70+', 'platte peterselie']",4,10,https://www.ah.nl/allerhande/recept/R-R951632/pizza-met-gormas-en-peterselie,https://static.ah.nl/static/recepten/img_009197_1024x748_JPG.jpg
1144,Pizza tonijn-geitenkaas,"['energie', '805 kcal', 'koolhydraten', '96 g', 'eiwit', '42 g', 'vet', '25 g', 'waarvan verzadigd', '0 g']","['oven', 'italiaans', 'quiche', 'hoofdgerecht']","['pizzassimo', 'rode uien', 'tonijnstukken in water', 'geitenkaas']",4,10,https://www.ah.nl/allerhande/recept/R-R951630/pizza-tonijn-geitenkaas,https://static.ah.nl/static/recepten/img_009196_1024x748_JPG.jpg
1145,Pizza rauwe ham en rucola,"['energie', '820 kcal', 'koolhydraten', '93 g', 'eiwit', '43 g', 'vet', '28 g', 'waarvan verzadigd', '0 g']","['oven', 'italiaans', 'hoofdgerecht']","['pizzassimo (tomatensaus)', 'coburgerham', 'Parmigiano Reggiano', 'pittige rucola']",4,10,https://www.ah.nl/allerhande/recept/R-R951628/pizza-rauwe-ham-en-rucola,https://static.ah.nl/static/recepten/img_009195_1024x748_JPG.jpg
1146,Pizza hummus en verse kruiden,"['energie', '915 kcal', 'koolhydraten', '117 g', 'natrium', '1750 mg', 'eiwit', '24 g', 'vet', '37 g', 'waarvan verzadigd', '4 g', 'vezels', '11 g']","['vegetarisch', 'oven', 'italiaans', 'quiche', 'hoofdgerecht']","['verse basilicum', 'cherrytomaten', 'pikante hummus', 'tuinkers', 'geroosterde pijnboompitten']",4,10,https://www.ah.nl/allerhande/recept/R-R951626/pizza-hummus-en-verse-kruiden,https://static.ah.nl/static/recepten/img_009194_1024x748_JPG.jpg
1147,Italiaanse kipschotel met broccoli,"['energie', '570 kcal', 'koolhydraten', '67 g', 'eiwit', '42 g', 'vet', '15 g', 'waarvan verzadigd', '0 g']","['oven', 'italiaans', 'hoofdgerecht']","['mozzarella', 'traditionele olijfolie', 'knoflook', 'pastasaus traditional', 'gedroogde oregano', 'spaghetti', 'broccoli']",4,20,https://www.ah.nl/allerhande/recept/R-R951574/italiaanse-kipschotel-met-broccoli,https://static.ah.nl/static/recepten/img_009247_1024x748_JPG.jpg
1148,Pizza calzone,"['energie', '605 kcal', 'koolhydraten', '55 g', 'eiwit', '24 g', 'vet', '31 g', 'waarvan verzadigd', '0 g']","['oven', 'italiaans', 'quiche', 'hoofdgerecht']","['witte basterdsuiker', 'water', 'tarwebloem', 'zout', 'traditionele olijfolie', 'knoflook', 'verse tijm', 'kastanjechampignon', 'artisjokhart in blik', 'yorkham', 'romaatjes', 'mozzarella']",4,25,https://www.ah.nl/allerhande/recept/R-R951558/pizza-calzone,https://static.ah.nl/static/recepten/img_009239_1024x748_JPG.jpg
1149,"Pizza met ham, ui en ei","['energie', '670 kcal', 'koolhydraten', '60 g', 'eiwit', '39 g', 'vet', '28 g', 'waarvan verzadigd', '0 g']","['oven', 'italiaans', 'quiche', 'hoofdgerecht']","['pastasaus met kruiden', 'rode ui', 'mini mozzarella', 'middelgroot ei', 'gemengde jonge bladsla met spinazie', 'rauwkost bietjes', 'parmaham']",4,10,https://www.ah.nl/allerhande/recept/R-R940724/pizza-met-ham-ui-en-ei,https://static.ah.nl/static/recepten/img_009129_1024x748_JPG.jpg
1150,Kip en groenten uit de oven,"['energie', '590 kcal', 'koolhydraten', '40 g', 'natrium', '1030 mg', 'eiwit', '27 g', 'vet', '33 g', 'waarvan verzadigd', '7 g', 'vezels', '9 g']","['glutenvrij', 'lactosevrij', 'oven', 'hoofdgerecht']","['venkelknol', 'medium handsinaasappel', 'winterpeen', 'kippenvleugels', 'traditionele olijfolie', 'venkelzaad', 'cherrytomaten', 'groene knoflookolijven']",4,20,https://www.ah.nl/allerhande/recept/R-R940684/kip-en-groenten-uit-de-oven,https://static.ah.nl/static/recepten/img_009120_1024x748_JPG.jpg
1151,Easy lasagne met gerookte kip,"['energie', '945 kcal', 'koolhydraten', '75 g', 'eiwit', '41 g', 'vet', '51 g', 'waarvan verzadigd', '0 g']","['oven', 'italiaans', 'pasta', 'hoofdgerecht']","['Parmigiano Reggiano', 'pastasaus', 'verse lasagnebladen', 'mascarpone', 'gerookte kipreepjes']",4,20,https://www.ah.nl/allerhande/recept/R-R940678/easy-lasagne-met-gerookte-kip,https://static.ah.nl/static/recepten/img_009123_1024x748_JPG.jpg
1152,Rijst en garnalen uit de oven,"['energie', '480 kcal', 'koolhydraten', '81 g', 'eiwit', '30 g', 'vet', '3 g']","['oven', 'aziatisch', 'rijst', 'hoofdgerecht']","['tomatenpuree', 'kerriepoeder', 'basmatirijst', 'extra fijne tuinerwten', 'cherrytomaten', 'reuzengarnalen', 'koriander']",4,10,https://www.ah.nl/allerhande/recept/R-R940676/rijst-en-garnalen-uit-de-oven,https://static.ah.nl/static/recepten/img_009124_1024x748_JPG.jpg
1153,Courgettesoep met pizzabroodjes,"['energie', '605 kcal', 'koolhydraten', '83 g', 'eiwit', '33 g', 'vet', '11 g']","['oven', 'soep', 'soep', 'hoofdgerecht']","['sugo pastasaus met kruiden', 'groene kidneybonen', 'courgette', 'bleekselderij', 'winterpeen', 'witte pistolets', 'geraspte belegen kaas']",4,25,https://www.ah.nl/allerhande/recept/R-R940674/courgettesoep-met-pizzabroodjes,https://static.ah.nl/static/recepten/img_009125_1024x748_JPG.jpg
1154,Witlof met ham en kaas uit de oven,"['energie', '545 kcal', 'koolhydraten', '48 g', 'eiwit', '23 g', 'vet', '25 g', 'waarvan verzadigd', '0 g']","['oven', 'hollands', 'hoofdgerecht']","['diepvries aardappelschijfjes', 'knolselderij', 'achterham', 'bechamelsaus', 'geraspte oude kaas']",4,15,https://www.ah.nl/allerhande/recept/R-R940670/witlof-met-ham-en-kaas-uit-de-oven,https://static.ah.nl/static/recepten/img_009127_1024x748_JPG.jpg
1155,Ovenschotel met chorizo,"['energie', '575 kcal', 'koolhydraten', '36 g', 'eiwit', '20 g', 'vet', '38 g', 'waarvan verzadigd', '0 g']","['budget', 'oven', 'mediterraan', 'hoofdgerecht']","['courgette', 'chorizoworst', 'cherrytomaten', 'aardappelpartjes met knoflook en rozemarijn', 'botersla', 'sladressing naturel']",4,10,https://www.ah.nl/allerhande/recept/R-R940668/ovenschotel-met-chorizo,https://static.ah.nl/static/recepten/img_009128_1024x748_JPG.jpg
1156,Salade met aubergine en rozemarijnworstjes,"['energie', '550 kcal', 'koolhydraten', '17 g', 'eiwit', '17 g', 'vet', '45 g']","['oven', 'mediterraan', 'salade', 'hoofdgerecht']","['aubergines', 'olijfolie', 'trostomaten', 'Toscaanse worstjes', 'rozemarijn', 'basilicum', 'balsamicoazijn', 'romainesla']",4,15,https://www.ah.nl/allerhande/recept/R-R940616/salade-met-aubergine-en-rozemarijnworstjes,https://static.ah.nl/static/recepten/img_009151_1024x748_JPG.jpg
1157,Courgette-geitenkaasquiche met munt,"['energie', '835 kcal', 'koolhydraten', '46 g', 'natrium', '495 mg', 'eiwit', '26 g', 'vet', '14 g', 'waarvan verzadigd', '2 g', 'vezels', '4 g']","['vooraf te maken', 'oven', 'hollands', 'quiche', 'hoofdgerecht']","['zout', 'ongezouten roomboter', 'middelgroot ei', 'koud kraanwater', 'pijnboompitten', 'verse munt', 'knoflook', 'traditionele olijfolie', 'courgette', 'verse slagroom', 'geitenkaas 50+']",4,40,https://www.ah.nl/allerhande/recept/R-R932830/courgette-geitenkaasquiche-met-munt,https://static.ah.nl/static/recepten/img_063038_1024x748_JPG.jpg
1158,Gnocchigratin met spinazie,"['energie', '750 kcal', 'koolhydraten', '101 g', 'natrium', '1260 mg', 'eiwit', '28 g', 'vet', '24 g', 'waarvan verzadigd', '9 g', 'vezels', '9 g']","['zonder vlees/vis', 'oven', 'italiaans', 'pasta', 'hoofdgerecht']","['rode paprika', 'knoflook', 'gnocchi', 'traditionele olijfolie', 'rozijnen', 'verse spinazie', 'sugo isolana tomatensaus in pot']",4,15,https://www.ah.nl/allerhande/recept/R-R931426/gnocchigratin-met-spinazie,https://static.ah.nl/static/recepten/img_048367_1024x748_JPG.jpg
1159,Linzen met ovengroenten,"['energie', '720 kcal', 'koolhydraten', '46 g', 'eiwit', '16 g', 'vet', '48 g', 'waarvan verzadigd', '0 g']","['zonder vlees/vis', 'oven', 'hoofdgerecht']","['sjalot', 'knoflook', 'traditionele olijfolie', 'balsamicoazijn', 'bruine linzen in blik', 'selderij', 'walnootolie', 'citroen', 'tuinkers', 'ricotta', 'avocado']",4,30,https://www.ah.nl/allerhande/recept/R-R931398/linzen-met-ovengroenten,https://static.ah.nl/static/recepten/img_009060_1024x748_JPG.jpg
1160,Groentepizza met tonijn,"['energie', '915 kcal', 'koolhydraten', '95 g', 'eiwit', '52 g', 'vet', '36 g', 'waarvan verzadigd', '0 g']","['oven', 'italiaans', 'quiche', 'hoofdgerecht']","['rode ui', 'knoflook', 'champignon roerbakmix', 'steenoven pizzabodems', 'tomaten', 'tonijnstukken in water', 'mozzarella']",4,15,https://www.ah.nl/allerhande/recept/R-R931356/groentepizza-met-tonijn,https://static.ah.nl/static/recepten/img_009088_1024x748_JPG.jpg
1161,Yotam Ottolenghi's linzen met tomaten ,"['energie', '365 kcal', 'koolhydraten', '32 g', 'eiwit', '13 g', 'vet', '18 g', 'waarvan verzadigd', '0 g']","['oven', 'hoofdgerecht']","['takje tijm', 'traditionele olijfolie', 'dikke balsamicoazijn', 'zeezout', 'kleine rode ui', 'rodewijnazijn', 'knoflook', 'bruine linzen in blik', 'gorgonzola', 'verse peterselie', 'verse bieslook', 'verse dille']",4,20,https://www.ah.nl/allerhande/recept/R-R931344/yotam-ottolenghi-s-linzen-met-tomaten,https://static.ah.nl/static/recepten/img_009079_1024x748_JPG.jpg
1162,Vegaburger met zoete frieten,"['energie', '785 kcal', 'koolhydraten', '89 g', 'eiwit', '26 g', 'vet', '33 g']","['vegetarisch', 'oven', 'amerikaans', 'hoofdgerecht']","['olijfolie', 'vegetarische hamburgers', 'rode ui', 'witte vloerkadetten', 'romainesla', 'tomaten', 'sladressing knoflook']",4,25,https://www.ah.nl/allerhande/recept/R-R931336/vegaburger-met-zoete-frieten,https://static.ah.nl/static/recepten/img_009068_1024x748_JPG.jpg
1163,Quorn-groentequiche,"['energie', '835 kcal', 'koolhydraten', '34 g', 'natrium', '870 mg', 'eiwit', '31 g', 'vet', '62 g', 'waarvan verzadigd', '34 g', 'vezels', '9 g']","['zonder vlees/vis', 'vooraf te maken', 'oven', 'hollands', 'quiche', 'hoofdgerecht']","['aspergebroccoli', 'traditionele olijfolie', 'Quornstukjes', 'Hollandse wokgroente', 'middelgroot ei', 'verse slagroom', 'geraspte jong belegen kaas 50+', 'gedroogde Provençaalse kruiden']",4,20,https://www.ah.nl/allerhande/recept/R-R931332/quorn-groentequiche,https://static.ah.nl/static/recepten/img_078097_1024x748_JPG.jpg
1164,Spaghetti met vegagehaktsaus,"['energie', '675 kcal', 'koolhydraten', '71 g', 'eiwit', '37 g', 'vet', '24 g']","['vegetarisch', 'oven', 'italiaans', 'pasta', 'hoofdgerecht']","['olijfolie', 'spaghetti', 'ui', 'knoflook', 'vegetarisch fijngehakt', 'gepelde tomaten', 'rucola']",4,25,https://www.ah.nl/allerhande/recept/R-R931330/spaghetti-met-vegagehaktsaus,https://static.ah.nl/static/recepten/img_009065_1024x748_JPG.jpg
1165,Cannelloni met spinazie en ricotta,"['energie', '890 kcal', 'koolhydraten', '66 g', 'natrium', '990 mg', 'eiwit', '33 g', 'vet', '48 g', 'waarvan verzadigd', '23 g', 'vezels', '13 g']","['vegetarisch', 'oven', 'italiaans', 'pasta', 'hoofdgerecht']","['traditionele olijfolie', 'vegetarisch gehakt', 'verse spinazie', 'ricotta', 'gedroogde nootmuskaat', 'cannelloni', 'mascarpone', 'tomatensaus']",4,25,https://www.ah.nl/allerhande/recept/R-R931316/cannelloni-met-spinazie-en-ricotta,https://static.ah.nl/static/recepten/img_058603_1024x748_JPG.jpg
1166,Vispakketjes met citroengras,"['energie', '805 kcal', 'koolhydraten', '68 g', 'eiwit', '26 g', 'vet', '47 g']","['oven', 'aziatisch', 'rijst', 'hoofdgerecht']","['basmatirijst', 'paksoi', 'verse gember', 'schelvisfilet', 'coconutcream', 'zonnebloemolie', 'Japanse sojasaus', 'sesamolie', 'bosui', 'limoen']",4,30,https://www.ah.nl/allerhande/recept/R-R921648/vispakketjes-met-citroengras,https://static.ah.nl/static/recepten/img_009012_1024x748_JPG.jpg
1167,Rode curry met kip en boontjes,"['energie', '630 kcal', 'koolhydraten', '71 g', 'natrium', '815 mg', 'eiwit', '23 g', 'vet', '27 g', 'waarvan verzadigd', '19 g', 'vezels', '5 g']","['glutenvrij', 'lactosevrij', 'oven', 'thais', 'aziatisch', 'hoofdgerecht']","['koelverse sereh citroengras', 'kristalsuiker', 'sjalot', 'zonnebloemolie', 'vissaus', 'Ketoembar gemalen koriander', 'knoflook', 'verse gember', 'basmatirijst', 'kippenbouillontablet', 'kraanwater', 'kokosmelk', 'kipdijfilet', 'rode paprika', 'verse sperziebonen']",4,35,https://www.ah.nl/allerhande/recept/R-R921626/rode-curry-met-kip-en-boontjes,https://static.ah.nl/static/recepten/img_062493_1024x748_JPG.jpg
1168,Quiche 'caprese',"['energie', '780 kcal', 'koolhydraten', '35 g', 'natrium', '675 mg', 'eiwit', '32 g', 'vet', '56 g', 'waarvan verzadigd', '30 g', 'vezels', '4 g']","['zonder vlees/vis', 'vooraf te maken', 'oven', 'frans', 'quiche', 'lunch', 'hoofdgerecht']","['verse basilicum', 'Parmigiano Reggiano', 'mozzarella', 'pijnboompitten', 'cherrytomaten', 'middelgroot ei', 'crème fraîche', 'romatomaat']",4,20,https://www.ah.nl/allerhande/recept/R-R911232/quiche-caprese,https://static.ah.nl/static/recepten/img_050263_1024x748_JPG.jpg
1169,Quiche met twee soorten zalm,"['energie', '655 kcal', 'koolhydraten', '33 g', 'natrium', '905 mg', 'eiwit', '31 g', 'vet', '44 g', 'waarvan verzadigd', '20 g', 'vezels', '2 g']","['vooraf te maken', 'oven', 'frans', 'quiche', 'hoofdgerecht']","['verse bieslook', 'verse dille', 'citroen', 'verse zalmfilet', 'gerookte zalmfilet', 'middelgroot ei', 'roomkaas bieslook', 'crème fraîche']",4,20,https://www.ah.nl/allerhande/recept/R-R911230/quiche-met-twee-soorten-zalm,https://static.ah.nl/static/recepten/img_068421_1024x748_JPG.jpg
1170,Sjalotten-geitenkaasquiche met croutons,"['energie', '960 kcal', 'koolhydraten', '61 g', 'eiwit', '25 g', 'vet', '68 g']","['vegetarisch', 'oven', 'frans', 'quiche', 'hoofdgerecht']","['olijfolie', 'knoflook', 'sjalotten', 'donkerbruine basterdsuiker', 'roomboterbladerdeeg', 'eieren', 'slagroom', 'geitenkaas', 'henneneitjes', 'witbrood']",4,45,https://www.ah.nl/allerhande/recept/R-R911228/sjalotten-geitenkaasquiche-met-croutons,https://static.ah.nl/static/recepten/img_008925_1024x748_JPG.jpg
1171,Quiche lorraine met ham en bosuitjes,"['energie', '810 kcal', 'koolhydraten', '33 g', 'natrium', '1000 mg', 'eiwit', '32 g', 'vet', '60 g', 'waarvan verzadigd', '27 g', 'vezels', '4 g']","['vooraf te maken', 'oven', 'frans', 'quiche', 'hoofdgerecht']","['milde olijfolie', 'gerookt ontbijtspek', 'yorkham', 'bosui', 'middelgroot ei', 'geraspte Franse gruyère kaas 47+', 'verse slagroom', 'romaatjes', 'radijs', 'witte wijnazijn', 'extra vierge olijfolie', 'eikenbladslamelange']",4,20,https://www.ah.nl/allerhande/recept/R-R911226/quiche-lorraine-met-ham-en-bosuitjes,https://static.ah.nl/static/recepten/img_056241_1024x748_JPG.jpg
1172,Lentequiches met pecorino en ham,"['energie', '800 kcal', 'koolhydraten', '44 g', 'eiwit', '35 g', 'vet', '53 g', 'waarvan verzadigd', '0 g']","['oven', 'italiaans', 'quiche', 'lunch', 'hoofdgerecht']","['waterkers', 'diepvries tuinerwten', 'verse munt', 'verse platte peterselie', 'Pecorino Romano', 'middelgroot ei', 'verse slagroom', 'flinterdun gesneden rauwe ham']",4,25,https://www.ah.nl/allerhande/recept/R-R911224/lentequiches-met-pecorino-en-ham,https://static.ah.nl/static/recepten/img_055775_1024x748_JPG.jpg
1173,Rozemarijnzalm met salade,"['energie', '505 kcal', 'koolhydraten', '39 g', 'eiwit', '26 g', 'vet', '27 g']","['budget', 'oven', 'mediterraan', 'salade', 'hoofdgerecht']","['dijonnaise', 'geraspte jonge kaas', 'gedroogde rozemarijn', 'olijfolie', 'krieltjes', 'tomaten', 'rode ui']",4,25,https://www.ah.nl/allerhande/recept/R-R910964/rozemarijnzalm-met-salade,https://static.ah.nl/static/recepten/img_030791_1024x748_JPG.jpg
1174,Pastagratin met courgette,"['energie', '655 kcal', 'koolhydraten', '61 g', 'natrium', '1925 mg', 'eiwit', '28 g', 'vet', '31 g', 'waarvan verzadigd', '11 g', 'vezels', '11 g']","['oven', 'italiaans', 'pasta', 'hoofdgerecht']","['prei', 'courgette', 'traditionele olijfolie', 'magere spekreepjes', 'basilicumroomsaus', 'pijnboompitten', 'Grana Padano kaas']",4,20,https://www.ah.nl/allerhande/recept/R-R910962/pastagratin-met-courgette,https://static.ah.nl/static/recepten/img_030785_1024x748_JPG.jpg
1175,Mediterrane spinaziequiche,"['energie', '600 kcal', 'koolhydraten', '34 g', 'waarvan suikers', '7 g', 'natrium', '480 mg', 'eiwit', '24 g', 'vet', '40 g', 'waarvan verzadigd', '19 g', 'vezels', '4 g']","['zonder vlees/vis', 'vooraf te maken', 'oven', 'mediterraan', 'quiche', 'hoofdgerecht']","['traditionele olijfolie', 'verse bladspinazie', 'zachte geitenkaas met honing 55+', 'middelgroot ei', 'crème fraîche', 'gedroogde oregano', 'amandelschaafsel']",4,15,https://www.ah.nl/allerhande/recept/R-R910960/mediterrane-spinaziequiche,https://static.ah.nl/static/recepten/img_030784_1024x748_JPG.jpg
1176,Ovenpasta met groenten,"['energie', '975 kcal', 'koolhydraten', '80 g', 'eiwit', '39 g', 'vet', '54 g', 'waarvan verzadigd', '0 g']","['budget', 'oven', 'italiaans', 'pasta', 'hoofdgerecht']","['traditionele olijfolie', 'baconreepjes', 'ratatouille à la Provençale in blik', 'tomaat', 'mozzarella', 'gedroogde oregano']",2,20,https://www.ah.nl/allerhande/recept/R-R909476/ovenpasta-met-groenten,https://static.ah.nl/static/recepten/img_030790_1024x748_JPG.jpg
1177,Meatloaf,"['energie', '590 kcal', 'koolhydraten', '12 g', 'natrium', '1360 mg', 'eiwit', '37 g', 'vet', '43 g', 'waarvan verzadigd', '20 g', 'vezels', '2 g']","['vooraf te maken', 'oven', 'amerikaans', 'hoofdgerecht']","['Cheddar Tophat 48+', 'rode paprika', 'vers salieblaadje', 'half-om-halfgehakt', 'tomatenketchup', 'middelgroot ei', 'paneermeel', 'ambachtelijk gerookt ontbijtspek']",4,20,https://www.ah.nl/allerhande/recept/R-R900732/meatloaf,https://static.ah.nl/static/recepten/img_085146_1024x748_JPG.jpg
1178,Wildwestrijst,"['energie', '450 kcal', 'koolhydraten', '78 g', 'natrium', '1125 mg', 'eiwit', '12 g', 'vet', '8 g', 'waarvan verzadigd', '2 g', 'vezels', '9 g']","['vegetarisch', 'lactosevrij', 'slank', 'budget', 'oven', 'amerikaans', 'rijst', 'hoofdgerecht']","['verse bieslook', 'verse pompoen', 'meergranenrijst', 'zonnebloemolie', 'chilibonen in blik', ""gedroogde cranberry's"", 'groentebouillontablet', 'kraanwater']",4,25,https://www.ah.nl/allerhande/recept/R-R900720/wildwestrijst,https://static.ah.nl/static/recepten/img_047726_1024x748_JPG.jpg
1179,Tomaten-kaascasserole,"['energie', '720 kcal', 'koolhydraten', '85 g', 'natrium', '1035 mg', 'eiwit', '32 g', 'vet', '25 g', 'waarvan verzadigd', '10 g', 'vezels', '10 g']","['zonder vlees/vis', 'vooraf te maken', 'oven', 'pasta', 'hoofdgerecht']","['traditionele olijfolie', 'vegetarisch gehakt', 'diepvries tuinerwtjes met worteltjes', 'tomatencremesoep in blik', 'halfvolle melk', 'vlugkokende macaroni', 'geraspte jong belegen kaas']",4,20,https://www.ah.nl/allerhande/recept/R-R900712/tomaten-kaascasserole,https://static.ah.nl/static/recepten/img_049070_1024x748_JPG.jpg
1180,Gevulde tortilla's met gehakt en tomatensaus,"['energie', '905 kcal', 'koolhydraten', '52 g', 'eiwit', '34 g', 'vet', '60 g', 'waarvan verzadigd', '0 g']","['oven', 'mexicaans', 'amerikaans', 'wrap', 'hoofdgerecht']","['traditionele olijfolie', 'gemalen komijn', 'limoen', 'tomatenblokjes', 'zoete puntpaprika', 'mager rundergehakt', 'avocado', 'Pecorino Romano', 'Cheddar Tophat 48+', 'tortillawraps', 'zure room', 'bosui']",4,30,https://www.ah.nl/allerhande/recept/R-R900694/gevulde-tortilla-s-met-gehakt-en-tomatensaus,https://static.ah.nl/static/recepten/img_008866_1024x748_JPG.jpg
1181,Chicken parmigiana,"['energie', '680 kcal', 'koolhydraten', '52 g', 'natrium', '1045 mg', 'eiwit', '45 g', 'vet', '31 g', 'waarvan verzadigd', '12 g', 'vezels', '5 g']","['oven', 'italiaans', 'hoofdgerecht']","['witbrood', 'Parmigiano Reggiano', 'middelgroot ei', 'tarwebloem', 'kipfilethaasjes', 'traditionele olijfolie', 'tomatenblokjes', 'tomato frito', 'mozzarella', 'knoflook', 'verse tijm']",4,35,https://www.ah.nl/allerhande/recept/R-R900688/chicken-parmigiana,https://static.ah.nl/static/recepten/img_029953_1024x748_JPG.jpg
1182,Mac and cheese met gebakken prei,"['energie', '850 kcal', 'koolhydraten', '80 g', 'eiwit', '36 g', 'vet', '41 g', 'waarvan verzadigd', '0 g']","['oven', 'italiaans', 'amerikaans', 'pasta', 'hoofdgerecht']","['ongezouten roomboter', 'tarwebloem', 'halfvolle melk', 'gedroogde laurierblaadjes', 'cayennepeper', 'witbrood', 'geraspte Goudse kaas', 'geraspte gruyère', 'knoflook', 'prei']",4,30,https://www.ah.nl/allerhande/recept/R-R900686/mac-and-cheese-met-gebakken-prei,https://static.ah.nl/static/recepten/img_008875_1024x748_JPG.jpg
