id,name,nutritions,tags,ingredients,persons,time,url,image
3006,Pasta met aardbeien en gerookte kip,"[energie, 510 kcal, koolhydraten, 64 g, natrium, 480 mg, eiwit, 25 g, vet, 16 g, waarvan verzadigd, 7 g, vezels, 4 g]","[hollands, pasta, hoofdgerecht, wat eten we vandaag, koken, kinderrecepten]","[penne, ongezouten pistachenoten, citroen, aardbeien, gerookte kipfilet, verse basilicum, verse munt, ricotta]",4,20,https://www.ah.nl/allerhande/recept/R-R1185740/pasta-met-aardbeien-en-gerookte-kip,https://static.ah.nl/static/recepten/img_070458_1024x748_JPG.jpg
3007,Pittige kedgeree met tonijn,"[energie, 455 kcal, koolhydraten, 53 g, natrium, 365 mg, eiwit, 31 g, vet, 12 g, waarvan verzadigd, 2 g, vezels, 4 g]","[glutenvrij, lactosevrij, snel, indiaas, aziatisch, rijst, hoofdgerecht, camping, wat eten we vandaag]","[middelgroot ei, snoepgroente tomatenmix, verse selderij, groene paprika, bosui, tonijnstukken in zonnebloemolie, 1 minuut witte rijst, hot currypoeder]",4,15,https://www.ah.nl/allerhande/recept/R-R1185730/pittige-kedgeree-met-tonijn,https://static.ah.nl/static/recepten/img_070481_1024x748_JPG.jpg
3008,"Miesalade met aspergebroccoli, omelet en pittige sojadressing","[energie, 450 kcal, koolhydraten, 39 g, natrium, 710 mg, eiwit, 19 g, vet, 23 g, waarvan verzadigd, 4 g, vezels, 5 g]","[vegetarisch, lactosevrij, snel, aziatisch, salade, hoofdgerecht, wat eten we vandaag]","[fijne mienestjes, verse koriander, komkommer, middelgroot ei, arachideolie, aspergebroccoli, Japanse sojasaus, AH Excellent olijfolie knoflook/chilipeper, rijstazijn, eetrijpe avocado]",4,15,https://www.ah.nl/allerhande/recept/R-R1185729/miesalade-met-aspergebroccoli-omelet-en-pittige-sojadressing,https://static.ah.nl/static/recepten/img_070453_1024x748_JPG.jpg
3009,"Snelle soto met kip, rijst en peultjes ","[energie, 495 kcal, koolhydraten, 63 g, natrium, 465 mg, eiwit, 39 g, vet, 8 g, waarvan verzadigd, 2 g, vezels, 7 g]","[snel, indonesisch, aziatisch, soep, hoofdgerecht, wat eten we vandaag, koken, maaltijdsoep]","[middelgroot ei, kruidenpasta soto ajam, krachtbouillon kip, kraanwater, kipfiletblokjes, verse peultjes, diepvries tuinerwten, 1 minuut witte rijst, taugé]",4,15,https://www.ah.nl/allerhande/recept/R-R1185728/snelle-soto-met-kip-rijst-en-peultjes,https://static.ah.nl/static/recepten/img_070471_1024x748_JPG.jpg
3010,"Pappardelle met tuinerwten, chorizo en aïoli","[energie, 855 kcal, koolhydraten, 62 g, natrium, 1040 mg, eiwit, 26 g, vet, 55 g, waarvan verzadigd, 16 g, vezels, 5 g]","[snel, mediterraan, pasta, hoofdgerecht, wat eten we vandaag, bakken]","[zoetepuntpaprikamix, babyromainesla, verse platte peterselie, pappardelle, lichtpittige chorizoworst aan een stuk, diepvries tuinerwten, olijfolie frisse citroen, aioli]",4,15,https://www.ah.nl/allerhande/recept/R-R1185727/pappardelle-met-tuinerwten-chorizo-en-aioli,https://static.ah.nl/static/recepten/img_070456_1024x748_JPG.jpg
3011,Krokante kip met sesamrijst,"[energie, 575 kcal, koolhydraten, 68 g, natrium, 85 mg, eiwit, 30 g, vet, 19 g, waarvan verzadigd, 3 g, vezels, 6 g]","[lactosevrij, snel, aziatisch, rijst, hoofdgerecht, wat eten we vandaag, roerbakken/wokken]","[middelgroot ei, panko Japans paneermeel, gemalen komijn, kipfilethaasje, arachideolie, verse gember, verse oosterse wokgroenten, 1 minuut basmatirijst, sesamzaad]",4,15,https://www.ah.nl/allerhande/recept/R-R1185726/krokante-kip-met-sesamrijst,https://static.ah.nl/static/recepten/img_070449_1024x748_JPG.jpg
3012,Provençaalse kip met groene groenten en krieltjes,"[energie, 390 kcal, koolhydraten, 47 g, natrium, 495 mg, eiwit, 24 g, vet, 10 g, waarvan verzadigd, 2 g, vezels, 9 g]","[slank, oven, frans, hoofdgerecht, wat eten we vandaag, slank]","[verse groene asperge, verse snijbonen, kipfilethaasje, braadstomen kip Provençaal, arachideolie, krieltjes, cherrytomaten, verse dille]",4,15,https://www.ah.nl/allerhande/recept/R-R1185725/provencaalse-kip-met-groene-groenten-en-krieltjes,https://static.ah.nl/static/recepten/img_070463_1024x748_JPG.jpg
3013,Pittige bonen met tomaatjes en tartaar,"[energie, 450 kcal, koolhydraten, 27 g, natrium, 395 mg, eiwit, 34 g, vet, 18 g, waarvan verzadigd, 4 g, vezels, 19 g]","[glutenvrij, lactosevrij, snel, hoofdgerecht, camping, wat eten we vandaag, grillen]","[rode ui, knoflook, takje rozemarijn, cherrytomaten, rundertartaar, arachideolie, gemalen chilipeper, bonenmix kidney, bruine &amp; witte bonen]",4,15,https://www.ah.nl/allerhande/recept/R-R1185724/pittige-bonen-met-tomaatjes-en-tartaar,https://static.ah.nl/static/recepten/img_070461_1024x748_JPG.jpg
3014,Noedels met garnalen &amp; spinazie in kokossaus,"[energie, 535 kcal, koolhydraten, 55 g, natrium, 1370 mg, eiwit, 26 g, vet, 22 g, waarvan verzadigd, 12 g, vezels, 4 g]","[lactosevrij, snel, aziatisch, hoofdgerecht, camping, wat eten we vandaag]","[zonnebloemolie, verse spinazie, chicken lemongrass, kokosmelk, bloemkoolroosjes, diepvries rauwe gepelde roze garnalen, eiernoedels]",4,15,https://www.ah.nl/allerhande/recept/R-R1185723/noedels-met-garnalen-en-spinazie-in-kokossaus,https://static.ah.nl/static/recepten/img_070454_1024x748_JPG.jpg
3015,Picadilloburger met gegrilde paprika,"[energie, 460 kcal, koolhydraten, 35 g, natrium, 805 mg, eiwit, 25 g, vet, 24 g, waarvan verzadigd, 8 g, vezels, 4 g]","[lactosevrij, snel, zuid-amerikaans, hoofdgerecht, camping, wat eten we vandaag, bakken]","[verse koriander, half-om-halfgehakt, Euroma Original Spices by Jonnie Boer picadillo, arachideolie, schnittbroodje, kropsla, gegrilde rode paprika, bosui, sladressing naturel, bruschetta tomaatsalade]",4,15,https://www.ah.nl/allerhande/recept/R-R1185722/picadilloburger-met-gegrilde-paprika,https://static.ah.nl/static/recepten/img_070460_1024x748_JPG.jpg
3016,Rachel Khoos bloemkoolcheeseburgers,"[energie, 325 kcal, koolhydraten, 21 g, natrium, 425 mg, eiwit, 12 g, vet, 20 g, waarvan verzadigd, 10 g, vezels, 5 g]","[zonder vlees/vis, amerikaans, hoofdgerecht, wat eten we vandaag, in te vriezen]","[bloemkoolroosjes, ongezouten roomboter, rode ui, zeezout, rodewijnazijn, rozijnen, lichte basterdsuiker, witte bonen in pot, verse broodkruim, cheddar, verse platte peterselie, verse nootmuskaat, hazelnoten, citroenrasp, eiwit, zonnebloemolie, eikenbladsla, tomaat]",6,45,https://www.ah.nl/allerhande/recept/R-R1185721/rachel-khoo-s-bloemkoolcheeseburgers,https://static.ah.nl/static/recepten/img_070466_1024x748_JPG.jpg
3017,Tagliatelle met spinazie en artisjokharten,"[energie, 620 kcal, koolhydraten, 62 g, natrium, 680 mg, eiwit, 20 g, vet, 31 g, waarvan verzadigd, 16 g, vezels, 7 g]","[zonder vlees/vis, snel, italiaans, pasta, hoofdgerecht, wat eten we vandaag, grillen]","[tagliatelle, diepvries bladspinazie à la crème, gormas kaas 70+, artisjokhart in blik, olijfolie knoflook/chilipeper, mediterrane pittenmix]",4,15,https://www.ah.nl/allerhande/recept/R-R1185720/tagliatelle-met-spinazie-en-artisjokharten,https://static.ah.nl/static/recepten/img_070473_1024x748_JPG.jpg
3018,Farfalle met rivierkreeftjes en gremolata,"[energie, 425 kcal, koolhydraten, 67 g, natrium, 955 mg, eiwit, 23 g, vet, 5 g, waarvan verzadigd, 1 g, vezels, 10 g]","[lactosevrij, snel, slank, italiaans, pasta, hoofdgerecht, wat eten we vandaag, koken, slank]","[farfalle, verse gesneden snijbonen, citroen, verse platte peterselie, ui, ansjovisfilets in olie in blik, pesto arrabbiata, diepvries tuinerwten, verse rivierkreeftjes]",4,15,https://www.ah.nl/allerhande/recept/R-R1185719/farfalle-met-rivierkreeftjes-en-gremolata,https://static.ah.nl/static/recepten/img_070443_1024x748_JPG.jpg
3019,Rachel Khoos aardappelcrumpets met zoete ham,"[energie, 590 kcal, koolhydraten, 56 g, natrium, 1650 mg, eiwit, 31 g, vet, 26 g, waarvan verzadigd, 6 g, vezels, 3 g]","[oven, engels, hoofdgerecht, pasen]","[halfvolle melk, kraanwater, aardappelzetmeel, patent tarwebloem, droge gist, cherrytomaten aan de tak, zeezout, bakpoeder, zonnebloemolie, schouderham, Engelse mosterd, ahornsiroop, middelgroot ei]",4,40,https://www.ah.nl/allerhande/recept/R-R1185718/rachel-khoo-s-aardappelcrumpets-met-zoete-ham,https://static.ah.nl/static/recepten/img_070465_1024x748_JPG.jpg
3020,Ovenkip &amp; chips met yoghurt-muntdip,"[energie, 510 kcal, koolhydraten, 53 g, natrium, 155 mg, eiwit, 24 g, vet, 21 g, waarvan verzadigd, 6 g, vezels, 5 g]","[glutenvrij, oven, engels, hoofdgerecht, wat eten we vandaag]","[vastkokende aardappel, kipdrumsticks, traditionele olijfolie, gedroogde oregano, knoflook, verse munt, citroen, volle yoghurt, komkommer, honing mosterd sladressing]",4,20,https://www.ah.nl/allerhande/recept/R-R1185716/ovenkip-en-chips-met-yoghurt-muntdip,https://static.ah.nl/static/recepten/img_070455_1024x748_JPG.jpg
3021,Rachel Khoos kipsalade met karnemelkdressing,"[energie, 195 kcal, koolhydraten, 10 g, natrium, 820 mg, eiwit, 27 g, vet, 5 g, waarvan verzadigd, 1 g, vezels, 2 g]","[glutenvrij, vooraf te maken, oven, salade, lunch, hoofdgerecht, picknick]","[kraanwater, kristalsuiker, citroen, kippenborst, versgemalen zeezout, dijonmosterd, koolzaadolie, karnemelk, knoflook, ansjovisfilets in olie in blik, bleekselderij, fijngesneden ijsbergsla, komkommer, verse bieslook, kappertjes]",4,15,https://www.ah.nl/allerhande/recept/R-R1185712/rachel-khoo-s-kipsalade-met-karnemelkdressing,https://static.ah.nl/static/recepten/img_070467_1024x748_JPG.jpg
3022,Slavink met frisse koolsalade en aardappeltjes,"[energie, 785 kcal, koolhydraten, 72 g, natrium, 200 mg, eiwit, 27 g, vet, 40 g, waarvan verzadigd, 17 g, vezels, 11 g]","[hollands, hoofdgerecht, camping, wat eten we vandaag, bakken, biologisch]","[ongezouten roomboter, slavink, aardappelschijfjes, citroen, verse munt, romige dressing, rozijnen, gesneden witte kool, gesneden rode kool]",4,20,https://www.ah.nl/allerhande/recept/R-R1185709/slavink-met-frisse-koolsalade-en-aardappeltjes,https://static.ah.nl/static/recepten/img_070470_1024x748_JPG.jpg
3023,"Tortillapizzas met biefstuk, avocado en mais","[energie, 1130 kcal, koolhydraten, 65 g, natrium, 965 mg, eiwit, 43 g, vet, 75 g, waarvan verzadigd, 28 g, vezels, 13 g]","[oven, mexicaans, hoofdgerecht, wat eten we vandaag, biologisch]","[tarwebloem, zout, water, zonnebloemolie, rode paprika, maiskorrels in pot, bruine bonen in pot, biefstuk, ketchup, crème fraîche, geraspte belegen kaas, avocado]",4,30,https://www.ah.nl/allerhande/recept/R-R1185705/tortillapizza-s-met-biefstuk-avocado-en-mais,https://static.ah.nl/static/recepten/img_070475_1024x748_JPG.jpg
3024,Tacocones met pittige zalm en jalapeño-crème,"[energie, 390 kcal, koolhydraten, 17 g, natrium, 390 mg, eiwit, 17 g, vet, 28 g, waarvan verzadigd, 12 g, vezels, 2 g]","[glutenvrij, mexicaans, hoofdgerecht, borrel]","[tacocones, limoen, jalapeñopeper, verse koriander, crème fraîche, Ketoembar gemalen koriander, snoepkomkommer, babyromainesla, warmgerookte zalmstukken, chili seasoning mix]",4,20,https://www.ah.nl/allerhande/recept/R-R1185702/tacocones-met-pittige-zalm-en-jalapeno-creme,https://static.ah.nl/static/recepten/img_070121_1024x748_JPG.jpg
3025,Broodje gerookte wortel (sandwich smoked carrots),"[energie, 360 kcal, koolhydraten, 63 g, natrium, 930 mg, eiwit, 7 g, vet, 7 g, waarvan verzadigd, 1 g, vezels, 9 g]","[vegetarisch, slank, amerikaans, brood/sandwiches, hoofdgerecht, barbecue]","[winterpeen, ketchup, keukenstroop, appelciderazijn, rietsuiker, gerookt paprikapoeder, mosterdpoeder, tabasco, knoflook, witte bollen, wittekoolrauwkost, gesneden rodekool]",4,45,https://www.ah.nl/allerhande/recept/R-R1185692/broodje-gerookte-wortel-sandwich-smoked-carrots,https://static.ah.nl/static/recepten/img_070106_1024x748_JPG.jpg
3026,Hartige pompoentaart ,"[energie, 670 kcal, koolhydraten, 45 g, natrium, 1330 mg, eiwit, 19 g, vet, 45 g, waarvan verzadigd, 30 g, vezels, 6 g]","[zonder vlees/vis, oven, frans, quiche, hoofdgerecht, oud &amp; nieuw, sinterklaasavond, koningsdag, keukenmachine]","[verse pompoen, verse gember, koelverse sereh citroengras, coconut cream, Ketoembar gemalen koriander, gemalen komijn, kokosolie, pinda pepsels, middelgroot ei, cherrytomaten, bosui]",4,25,https://www.ah.nl/allerhande/recept/R-R1185691/hartige-pompoentaart,https://static.ah.nl/static/recepten/img_070112_1024x748_JPG.jpg
3027,Pappardelle met cantharellenragout,"[energie, 860 kcal, koolhydraten, 107 g, natrium, 785 mg, eiwit, 42 g, vet, 26 g, waarvan verzadigd, 16 g, vezels, 15 g]","[italiaans, pasta, hoofdgerecht, wat eten we vandaag, bakken]","[ui, knoflook, cantharellen, knolselderij, biefstuk, ongezouten roomboter, runderbouillontablet, kraanwater, tarwebloem, verse slagroom, verse pappardelle alluovo, verse platte peterselie]",4,30,https://www.ah.nl/allerhande/recept/R-R1185690/pappardelle-met-cantharellenragout,https://static.ah.nl/static/recepten/img_070116_1024x748_JPG.jpg
3028,Lasagne in a jar,"[energie, 885 kcal, koolhydraten, 68 g, natrium, 2050 mg, eiwit, 42 g, vet, 48 g, waarvan verzadigd, 22 g, vezels, 6 g]","[vooraf te maken, italiaans, pasta, hoofdgerecht, pasen, kerst, vaderdag, bakken, in te vriezen]","[ontbijtspek aan een stuk, verse Italiaanse roerbakgroente, gedroogde Italiaanse kruiden, tomato frito, rundergehakt, ongezouten roomboter, tarwebloem, halfvolle melk, geraspte oude Goudse kaas 48+, verse lasagnebladen, balsamicoazijn, verse basilicum]",4,40,https://www.ah.nl/allerhande/recept/R-R1185683/lasagne-in-a-jar,https://static.ah.nl/static/recepten/img_070114_1024x748_JPG.jpg
3029,Kabeljauw met salsa verde van postelein ,"[energie, 465 kcal, koolhydraten, 21 g, natrium, 605 mg, eiwit, 29 g, vet, 27 g, waarvan verzadigd, 4 g, vezels, 11 g]","[glutenvrij, lactosevrij, vooraf te maken, oven, mediterraan, hoofdgerecht, wat eten we vandaag, keukenmachine]","[ui, knoflook, paprikamix, reuzen witte bonen in pot, traditionele olijfolie, verse kabeljauwfilet, postelein, verse platte peterselie, ansjovisfilets in olie in blik, kappertjes, rodewijnazijn]",4,30,https://www.ah.nl/allerhande/recept/R-R1185682/kabeljauw-met-salsa-verde-van-postelein,https://static.ah.nl/static/recepten/img_070113_1024x748_JPG.jpg
3030,Cantharellen met hoisinsaus en schelvis,"[energie, 470 kcal, koolhydraten, 57 g, natrium, 1120 mg, eiwit, 29 g, vet, 13 g, waarvan verzadigd, 2 g, vezels, 5 g]","[lactosevrij, aziatisch, hoofdgerecht, roerbakken/wokken]","[sobanoedels, knoflook, verse gember, salade-ui, cantharellen, rode peper, arachideolie, hoisinsaus, verse schelvisfilet]",4,30,https://www.ah.nl/allerhande/recept/R-R1185666/cantharellen-met-hoisinsaus-en-schelvis,https://static.ah.nl/static/recepten/img_070107_1024x748_JPG.jpg
3031,Aziatisch vispakketje met kokosrijst,"[energie, 560 kcal, koolhydraten, 49 g, natrium, 605 mg, eiwit, 25 g, vet, 28 g, waarvan verzadigd, 22 g, vezels, 5 g]","[glutenvrij, lactosevrij, oven, rijst, hoofdgerecht]","[pandanrijst, verse peultjes, rode paprika, verse gember, rode peper, koelverse sereh citroengras, peen julienne, Blue Elephant groene currypasta, santen kokoscrème, koelverse tilapiafilet, kokosolie, kokosmelk]",4,35,https://www.ah.nl/allerhande/recept/R-R1185662/aziatisch-vispakketje-met-kokosrijst,https://static.ah.nl/static/recepten/img_070102_1024x748_JPG.jpg
3032,Puntpaprika gevuld met spinazie en witte kaas,"[energie, 350 kcal, koolhydraten, 24 g, natrium, 940 mg, eiwit, 16 g, vet, 19 g, waarvan verzadigd, 9 g, vezels, 9 g]","[glutenvrij, zonder vlees/vis, oven, hoofdgerecht, wat eten we vandaag, biologisch]","[rode ui, knoflook, verse oregano, zonnebloemolie, kerriepoeder, witte bonen in tomatensaus, rode puntpaprika, verse spinazie, witte kaas]",4,25,https://www.ah.nl/allerhande/recept/R-R1185660/puntpaprika-gevuld-met-spinazie-en-witte-kaas,https://static.ah.nl/static/recepten/img_069641_1024x748_JPG.jpg
3033,Zoetzure ribkarbonades met rijst,"[energie, 510 kcal, koolhydraten, 74 g, natrium, 440 mg, eiwit, 23 g, vet, 13 g, waarvan verzadigd, 3 g, vezels, 5 g]","[lactosevrij, aziatisch, rijst, hoofdgerecht, wat eten we vandaag, roerbakken/wokken, biologisch]","[witte rijst, verse gember, knoflook, ribkarbonade, zonnebloemolie, roerbakmix, woksaus sweet &amp; sour, taugé, verse koriander]",4,20,https://www.ah.nl/allerhande/recept/R-R1185658/zoetzure-ribkarbonades-met-rijst,https://static.ah.nl/static/recepten/img_069624_1024x748_JPG.jpg
3034,"Romige kipkerrie met gember, amandel en munt rijst","[energie, 690 kcal, koolhydraten, 72 g, natrium, 465 mg, eiwit, 30 g, vet, 30 g, waarvan verzadigd, 10 g, vezels, 7 g]","[rijst, hoofdgerecht, biologisch]","[basmatirijst, verse gember, kipdijfilet, kippenbouillon in pot, kraanwater, ongezouten roomboter, kerriepoeder, tarwebloem, Zonnatura amandel om mee te koken, verse munt, ongebrande amandelen, verse spinazie]",4,25,https://www.ah.nl/allerhande/recept/R-R1185657/romige-kipkerrie-met-gember-amandel-en-munt-rijst,https://static.ah.nl/static/recepten/img_069626_1024x748_JPG.jpg
3035,Speklapjes met tuinerwten-rucolasalade,"[energie, 475 kcal, koolhydraten, 20 g, natrium, 245 mg, eiwit, 27 g, vet, 30 g, waarvan verzadigd, 20 g, vezels, 9 g]","[oven, hoofdgerecht, biologisch]","[diepvries tuinerwten, kokoschips, rucola, yoghurt saladedressing, speklapje, verse gember, ketchup, gerstemoutstroop, appelciderazijn]",4,25,https://www.ah.nl/allerhande/recept/R-R1185637/speklapjes-met-tuinerwten-rucolasalade,https://static.ah.nl/static/recepten/img_069630_1024x748_JPG.jpg
3036,Entrecote met gekaramelliseerde ui en tijm,"[energie, 555 kcal, koolhydraten, 9 g, natrium, 500 mg, eiwit, 59 g, vet, 31 g, waarvan verzadigd, 15 g, vezels, 2 g]","[frans, hoofdgerecht, kerst, pasen, bakken, biologisch]","[rode ui, ongezouten roomboter, rietsuiker, rodewijnazijn, verse tijm, entrecote, mix voor rundvlees]",4,35,https://www.ah.nl/allerhande/recept/R-R1185636/entrecote-met-gekaramelliseerde-ui-en-tijm,https://static.ah.nl/static/recepten/img_069617_1024x748_JPG.jpg
3037,Curry van linzen-runderballetjes met rijst,"[energie, 670 kcal, koolhydraten, 88 g, natrium, 800 mg, eiwit, 30 g, vet, 20 g, waarvan verzadigd, 7 g, vezels, 9 g]","[lactosevrij, glutenvrij, indiaas, aziatisch, hoofdgerecht, wat eten we vandaag, koken, biologisch]","[basmatirijst, bloemkool, linzen in pot, verse gember, verse koriander, rundergehakt, middelgroot ei, zonnebloemolie, kerriepoeder, kokosmelk, rozijnen]",4,30,https://www.ah.nl/allerhande/recept/R-R1185635/curry-van-linzen-runderballetjes-met-rijst,https://static.ah.nl/static/recepten/img_069616_1024x748_JPG.jpg
3038,Thaise kippensoep met zwarte rijst,"[energie, 475 kcal, koolhydraten, 35 g, natrium, 455 mg, eiwit, 22 g, vet, 26 g, waarvan verzadigd, 19 g, vezels, 6 g]","[aziatisch, thais, soep, hoofdgerecht, koken, biologisch, maaltijdsoep]","[verse gember, kippenbouillon in pot, kokosmelk, kipdrumsticks, Thaise groene currypasta, kraanwater, zwarte rijst, verse sperziebonen, citroen, waterkers]",4,30,https://www.ah.nl/allerhande/recept/R-R1185633/thaise-kippensoep-met-zwarte-rijst,https://static.ah.nl/static/recepten/img_069631_1024x748_JPG.jpg
3039,Zalm gewikkeld in katenspek met broccolistamppot,"[energie, 870 kcal, koolhydraten, 44 g, natrium, 660 mg, eiwit, 48 g, vet, 53 g, waarvan verzadigd, 18 g, vezels, 11 g]","[mediterraan, hoofdgerecht, wat eten we vandaag, bakken]","[iets kruimige aardappelen, broccoli, ongebrande hazelnoten, verse zalmfilet, katenspek, ongezouten roomboter, citroen]",2,30,https://www.ah.nl/allerhande/recept/R-R1185628/zalm-gewikkeld-in-katenspek-met-broccolistamppot,https://static.ah.nl/static/recepten/img_101922_1024x748_JPG.jpg
3040,Zalmkoekjes met gepofte aardappel en prei,"[energie, 470 kcal, koolhydraten, 32 g, natrium, 85 mg, eiwit, 23 g, vet, 26 g, waarvan verzadigd, 11 g, vezels, 6 g]","[oven, hoofdgerecht, biologisch]","[iets kruimige aardappelen, prei, ongezouten roomboter, Sauvignon blanc witte wijn, kraanwater, verse dille, citroen, verse zalmfilet, paneermeel, middelgroot ei, crème fraîche]",4,25,https://www.ah.nl/allerhande/recept/R-R1185625/zalmkoekjes-met-gepofte-aardappel-en-prei,https://static.ah.nl/static/recepten/img_069636_1024x748_JPG.jpg
3041,"Chili con carne met stoofvlees, koffie en chocolade","[energie, 420 kcal, koolhydraten, 28 g, natrium, 450 mg, eiwit, 23 g, vet, 22 g, waarvan verzadigd, 6 g, vezels, 9 g]","[glutenvrij, mexicaans, hoofdgerecht, stoven, biologisch]","[ui, knoflook, runderriblap, traditionele olijfolie, gedroogde oregano, paprikapoeder, gemalen komijn, sambal oelek, sterke koffie, gepelde tomaten in blik, rode paprika, mais in blik, kidneybonen in pot, pure chocolade]",4,30,https://www.ah.nl/allerhande/recept/R-R1185623/chili-con-carne-met-stoofvlees-koffie-en-chocolade,https://static.ah.nl/static/recepten/img_069612_1024x748_JPG.jpg
3042,Driekazenfondue,"[energie, 1035 kcal, koolhydraten, 30 g, natrium, 1970 mg, eiwit, 55 g, vet, 75 g, waarvan verzadigd, 48 g, vezels, 2 g]","[zonder vlees/vis, hoofdgerecht, kerst, pasen, keukenmachine, biologisch]","[extra belegen kaas, rouge kaas, Hollandse blauwaderkaas, ongezouten roomboter, tarwebloem, zoete witte wijn, knoflook, vers stokbrood]",4,25,https://www.ah.nl/allerhande/recept/R-R1185621/driekazenfondue,https://static.ah.nl/static/recepten/img_069639_1024x748_JPG.jpg
3043,Aziatische groenteroerbak met seitan en ketjap,"[energie, 565 kcal, koolhydraten, 68 g, natrium, 1135 mg, eiwit, 34 g, vet, 16 g, waarvan verzadigd, 2 g, vezels, 4 g]","[vegetarisch, lactosevrij, aziatisch, hoofdgerecht, wat eten we vandaag, roerbakken/wokken, biologisch]","[eiernoedels, zoete puntpaprika, seitan naturel in pot, tarwebloem, zonnebloemolie, verse gember, knoflook, ketjap manis, diepvries tuinerwten, verse koriander, geroosterde sesamzaadjes]",4,25,https://www.ah.nl/allerhande/recept/R-R1185620/aziatische-groenteroerbak-met-seitan-en-ketjap,https://static.ah.nl/static/recepten/img_069610_1024x748_JPG.jpg
3044,Baby-paksoi met wokpaddenstoelen &amp; biefstuk in zwartebonensaus,"[energie, 195 kcal, koolhydraten, 7 g, natrium, 485 mg, eiwit, 20 g, vet, 9 g, waarvan verzadigd, 2 g, vezels, 3 g]","[lactosevrij, aziatisch, rijst, hoofdgerecht, wat eten we vandaag, roerbakken/wokken]","[baby-paksoi, bosui, Aziatische paddenstoelen om te wokken, arachideolie, biefstuk, Chinees vijfkruidenpoeder, zwarte bonen knoflooksaus, kraanwater, kristalsuiker]",4,20,https://www.ah.nl/allerhande/recept/R-R1185600/baby-paksoi-met-wokpaddenstoelen-en-biefstuk-in-zwartebonensaus,https://static.ah.nl/static/recepten/img_069592_1024x748_JPG.jpg
3045,Mezzelune met groene asperges,"[energie, 630 kcal, koolhydraten, 58 g, natrium, 1055 mg, eiwit, 23 g, vet, 32 g, waarvan verzadigd, 15 g, vezels, 10 g]","[zonder vlees/vis, snel, italiaans, pasta, hoofdgerecht, wat eten we vandaag, koken]","[verse groene asperge, verse doperwten, knoflook, ui, traditionele olijfolie, koelverse mezzelune ricotta spinazie, Pecorino Romano, citroen, ongezouten roomboter]",4,15,https://www.ah.nl/allerhande/recept/R-R1185596/mezzelune-met-groene-asperges,https://static.ah.nl/static/recepten/img_069360_1024x748_JPG.jpg
3046,Gado gado wrap,"[energie, 1065 kcal, koolhydraten, 75 g, natrium, 1985 mg, eiwit, 30 g, vet, 69 g, waarvan verzadigd, 32 g, vezels, 14 g]","[lactosevrij, vegetarisch, indonesisch, aziatisch, wrap, hoofdgerecht, wat eten we vandaag, blancheren]","[verse sperziebonen, winterpeen, gesneden spitskool, middelgroot ei, verse gember, kokosmelk, sambal manis, ketjap manis, pindakaas met stukjes noot, tortillawraps, seroendeng, taugé]",4,25,https://www.ah.nl/allerhande/recept/R-R1185593/gado-gado-wrap,https://static.ah.nl/static/recepten/img_069349_1024x748_JPG.jpg
3047,Vegetarische gado gado met rijst en gebakken uitjes,"[energie, 665 kcal, koolhydraten, 27 g, natrium, 1525 mg, eiwit, 21 g, vet, 51 g, waarvan verzadigd, 23 g, vezels, 8 g]","[vegetarisch, lactosevrij, budget, indonesisch, aziatisch, rijst, hoofdgerecht, wat eten we vandaag, blancheren]","[witte rijst, verse sperziebonen, winterpeen, gesneden spitskool, middelgroot ei, verse gember, kokosmelk, sambal manis, ketjap manis, pindakaas met stukjes noot, taugé, gebakken uitjes]",4,25,https://www.ah.nl/allerhande/recept/R-R1185592/vegetarische-gado-gado-met-rijst-en-gebakken-uitjes,https://static.ah.nl/static/recepten/img_069348_1024x748_JPG.jpg
3048,"Rijst met pittige kool, gehakt en pinda","[energie, 705 kcal, koolhydraten, 76 g, natrium, 1040 mg, eiwit, 24 g, vet, 32 g, waarvan verzadigd, 12 g, vezels, 8 g]","[lactosevrij, snel, aziatisch, rijst, hoofdgerecht, wat eten we vandaag, roerbakken/wokken]","[rijst, arachideolie, half-om-halfgehakt, sambal badjak, gesneden witte kool, rauwkost zoetepaprikamix, pindakaas, ketjap manis, seroendeng]",4,15,https://www.ah.nl/allerhande/recept/R-R1185591/rijst-met-pittige-kool-gehakt-en-pinda,https://static.ah.nl/static/recepten/img_069368_1024x748_JPG.jpg
3049,Pastaschotel met kip in balsamico-tomatensaus,"[energie, 800 kcal, koolhydraten, 98 g, natrium, 1155 mg, eiwit, 47 g, vet, 22 g, waarvan verzadigd, 7 g, vezels, 11 g]","[snel, mediterraan, italiaans, pasta, hoofdgerecht, wat eten we vandaag, koken]","[cherrytomaten, ui, ongezouten roomboter, kipfilethaasjes, balsamicoazijn, pastasaus basilicum, zongerijpte Taggia-olijven, verse pappardelle, verse platte peterselie]",2,15,https://www.ah.nl/allerhande/recept/R-R1185590/pastaschotel-met-kip-in-balsamico-tomatensaus,https://static.ah.nl/static/recepten/img_082679_1024x748_JPG.jpg
